#    L    TT             EE             BB             TE             PP             TP             EP          
   754    0.22132E+04    0.24319E+02    0.38235E-03   -0.13116E+03    0.89094E-08    0.11531E-04   -0.88216E-06
   755    0.22213E+04    0.24039E+02    0.38091E-03   -0.13074E+03    0.88890E-08    0.11529E-04   -0.87397E-06
   756    0.22291E+04    0.23759E+02    0.37946E-03   -0.13028E+03    0.88686E-08    0.11526E-04   -0.86571E-06
   757    0.22370E+04    0.23480E+02    0.37798E-03   -0.12978E+03    0.88483E-08    0.11523E-04   -0.85738E-06
   758    0.22447E+04    0.23200E+02    0.37649E-03   -0.12924E+03    0.88280E-08    0.11518E-04   -0.84898E-06
   759    0.22524E+04    0.22920E+02    0.37497E-03   -0.12867E+03    0.88079E-08    0.11513E-04   -0.84051E-06
   760    0.22600E+04    0.22641E+02    0.37345E-03   -0.12806E+03    0.87877E-08    0.11507E-04   -0.83197E-06
   761    0.22675E+04    0.22363E+02    0.37190E-03   -0.12742E+03    0.87677E-08    0.11501E-04   -0.82336E-06
   762    0.22750E+04    0.22086E+02    0.37034E-03   -0.12675E+03    0.87477E-08    0.11493E-04   -0.81470E-06
   763    0.22823E+04    0.21810E+02    0.36877E-03   -0.12604E+03    0.87278E-08    0.11485E-04   -0.80596E-06
   764    0.22896E+04    0.21534E+02    0.36718E-03   -0.12530E+03    0.87079E-08    0.11477E-04   -0.79717E-06
   765    0.22967E+04    0.21258E+02    0.36559E-03   -0.12452E+03    0.86882E-08    0.11467E-04   -0.78832E-06
   766    0.23038E+04    0.20985E+02    0.36398E-03   -0.12371E+03    0.86684E-08    0.11457E-04   -0.77941E-06
   767    0.23107E+04    0.20714E+02    0.36237E-03   -0.12286E+03    0.86488E-08    0.11446E-04   -0.77045E-06
   768    0.23175E+04    0.20443E+02    0.36074E-03   -0.12198E+03    0.86292E-08    0.11435E-04   -0.76143E-06
   769    0.23242E+04    0.20173E+02    0.35911E-03   -0.12107E+03    0.86096E-08    0.11423E-04   -0.75236E-06
   770    0.23308E+04    0.19905E+02    0.35748E-03   -0.12012E+03    0.85902E-08    0.11410E-04   -0.74324E-06
   771    0.23372E+04    0.19640E+02    0.35584E-03   -0.11915E+03    0.85707E-08    0.11396E-04   -0.73408E-06
   772    0.23435E+04    0.19376E+02    0.35420E-03   -0.11813E+03    0.85514E-08    0.11382E-04   -0.72486E-06
   773    0.23497E+04    0.19115E+02    0.35255E-03   -0.11709E+03    0.85321E-08    0.11367E-04   -0.71560E-06
   774    0.23558E+04    0.18855E+02    0.35091E-03   -0.11602E+03    0.85129E-08    0.11352E-04   -0.70630E-06
   775    0.23618E+04    0.18598E+02    0.34926E-03   -0.11492E+03    0.84937E-08    0.11336E-04   -0.69695E-06
   776    0.23675E+04    0.18344E+02    0.34761E-03   -0.11379E+03    0.84746E-08    0.11319E-04   -0.68757E-06
   777    0.23731E+04    0.18092E+02    0.34597E-03   -0.11262E+03    0.84555E-08    0.11302E-04   -0.67814E-06
   778    0.23788E+04    0.17842E+02    0.34433E-03   -0.11142E+03    0.84366E-08    0.11284E-04   -0.66868E-06
   779    0.23841E+04    0.17596E+02    0.34270E-03   -0.11020E+03    0.84176E-08    0.11266E-04   -0.65918E-06
   780    0.23893E+04    0.17351E+02    0.34107E-03   -0.10895E+03    0.83988E-08    0.11247E-04   -0.64966E-06
   781    0.23944E+04    0.17111E+02    0.33944E-03   -0.10768E+03    0.83800E-08    0.11227E-04   -0.64010E-06
   782    0.23993E+04    0.16873E+02    0.33783E-03   -0.10639E+03    0.83612E-08    0.11207E-04   -0.63051E-06
   783    0.24041E+04    0.16639E+02    0.33622E-03   -0.10506E+03    0.83425E-08    0.11186E-04   -0.62089E-06
   784    0.24087E+04    0.16409E+02    0.33462E-03   -0.10370E+03    0.83239E-08    0.11165E-04   -0.61124E-06
   785    0.24131E+04    0.16181E+02    0.33304E-03   -0.10232E+03    0.83053E-08    0.11143E-04   -0.60157E-06
   786    0.24174E+04    0.15957E+02    0.33146E-03   -0.10089E+03    0.82868E-08    0.11121E-04   -0.59188E-06
   787    0.24214E+04    0.15737E+02    0.32990E-03   -0.99453E+02    0.82683E-08    0.11098E-04   -0.58217E-06
   788    0.24253E+04    0.15520E+02    0.32836E-03   -0.97995E+02    0.82499E-08    0.11075E-04   -0.57244E-06
   789    0.24291E+04    0.15305E+02    0.32683E-03   -0.96519E+02    0.82316E-08    0.11051E-04   -0.56268E-06
   790    0.24327E+04    0.15098E+02    0.32531E-03   -0.95009E+02    0.82133E-08    0.11027E-04   -0.55292E-06
   791    0.24361E+04    0.14893E+02    0.32382E-03   -0.93473E+02    0.81951E-08    0.11002E-04   -0.54314E-06
   792    0.24394E+04    0.14693E+02    0.32234E-03   -0.91926E+02    0.81769E-08    0.10977E-04   -0.53334E-06
   793    0.24424E+04    0.14498E+02    0.32088E-03   -0.90345E+02    0.81588E-08    0.10951E-04   -0.52354E-06
   794    0.24452E+04    0.14307E+02    0.31944E-03   -0.88754E+02    0.81407E-08    0.10925E-04   -0.51372E-06
   795    0.24478E+04    0.14120E+02    0.31803E-03   -0.87136E+02    0.81227E-08    0.10898E-04   -0.50390E-06
   796    0.24504E+04    0.13938E+02    0.31664E-03   -0.85508E+02    0.81048E-08    0.10871E-04   -0.49407E-06
   797    0.24527E+04    0.13761E+02    0.31527E-03   -0.83855E+02    0.80869E-08    0.10843E-04   -0.48424E-06
   798    0.24548E+04    0.13588E+02    0.31393E-03   -0.82190E+02    0.80690E-08    0.10815E-04   -0.47441E-06
   799    0.24567E+04    0.13421E+02    0.31262E-03   -0.80508E+02    0.80512E-08    0.10787E-04   -0.46457E-06
   800    0.24585E+04    0.13258E+02    0.31133E-03   -0.78807E+02    0.80335E-08    0.10758E-04   -0.45474E-06
   801    0.24600E+04    0.13101E+02    0.31007E-03   -0.77096E+02    0.80158E-08    0.10729E-04   -0.44491E-06
   802    0.24612E+04    0.12948E+02    0.30884E-03   -0.75353E+02    0.79982E-08    0.10699E-04   -0.43508E-06
   803    0.24624E+04    0.12800E+02    0.30764E-03   -0.73613E+02    0.79806E-08    0.10669E-04   -0.42526E-06
   804    0.24633E+04    0.12658E+02    0.30646E-03   -0.71849E+02    0.79631E-08    0.10639E-04   -0.41544E-06
   805    0.24642E+04    0.12521E+02    0.30531E-03   -0.70074E+02    0.79456E-08    0.10608E-04   -0.40562E-06
   806    0.24647E+04    0.12389E+02    0.30419E-03   -0.68288E+02    0.79282E-08    0.10577E-04   -0.39581E-06
   807    0.24650E+04    0.12264E+02    0.30309E-03   -0.66492E+02    0.79108E-08    0.10545E-04   -0.38600E-06
   808    0.24651E+04    0.12144E+02    0.30202E-03   -0.64678E+02    0.78935E-08    0.10514E-04   -0.37620E-06
   809    0.24651E+04    0.12029E+02    0.30098E-03   -0.62861E+02    0.78762E-08    0.10481E-04   -0.36641E-06
   810    0.24648E+04    0.11920E+02    0.29996E-03   -0.61025E+02    0.78590E-08    0.10449E-04   -0.35662E-06
   811    0.24643E+04    0.11817E+02    0.29896E-03   -0.59181E+02    0.78418E-08    0.10416E-04   -0.34684E-06
   812    0.24636E+04    0.11720E+02    0.29798E-03   -0.57330E+02    0.78247E-08    0.10382E-04   -0.33706E-06
   813    0.24627E+04    0.11628E+02    0.29703E-03   -0.55474E+02    0.78077E-08    0.10348E-04   -0.32730E-06
   814    0.24617E+04    0.11542E+02    0.29610E-03   -0.53609E+02    0.77907E-08    0.10314E-04   -0.31754E-06
   815    0.24604E+04    0.11462E+02    0.29520E-03   -0.51739E+02    0.77737E-08    0.10280E-04   -0.30779E-06
   816    0.24588E+04    0.11388E+02    0.29431E-03   -0.49862E+02    0.77568E-08    0.10245E-04   -0.29805E-06
   817    0.24571E+04    0.11320E+02    0.29345E-03   -0.47980E+02    0.77399E-08    0.10210E-04   -0.28831E-06
   818    0.24553E+04    0.11258E+02    0.29261E-03   -0.46093E+02    0.77231E-08    0.10174E-04   -0.27859E-06
   819    0.24532E+04    0.11202E+02    0.29178E-03   -0.44202E+02    0.77064E-08    0.10138E-04   -0.26888E-06
   820    0.24509E+04    0.11152E+02    0.29098E-03   -0.42308E+02    0.76897E-08    0.10102E-04   -0.25918E-06
   821    0.24484E+04    0.11107E+02    0.29019E-03   -0.40412E+02    0.76730E-08    0.10065E-04   -0.24948E-06
   822    0.24457E+04    0.11070E+02    0.28943E-03   -0.38514E+02    0.76564E-08    0.10028E-04   -0.23980E-06
   823    0.24428E+04    0.11038E+02    0.28868E-03   -0.36615E+02    0.76398E-08    0.99911E-05   -0.23014E-06
   824    0.24396E+04    0.11013E+02    0.28795E-03   -0.34714E+02    0.76233E-08    0.99535E-05   -0.22048E-06
   825    0.24363E+04    0.10993E+02    0.28724E-03   -0.32815E+02    0.76068E-08    0.99156E-05   -0.21083E-06
   826    0.24327E+04    0.10980E+02    0.28654E-03   -0.30917E+02    0.75904E-08    0.98774E-05   -0.20120E-06
   827    0.24289E+04    0.10973E+02    0.28586E-03   -0.29021E+02    0.75741E-08    0.98388E-05   -0.19159E-06
   828    0.24251E+04    0.10973E+02    0.28520E-03   -0.27127E+02    0.75577E-08    0.97999E-05   -0.18198E-06
   829    0.24209E+04    0.10979E+02    0.28455E-03   -0.25236E+02    0.75415E-08    0.97607E-05   -0.17239E-06
   830    0.24166E+04    0.10991E+02    0.28391E-03   -0.23352E+02    0.75252E-08    0.97212E-05   -0.16281E-06
   831    0.24121E+04    0.11009E+02    0.28329E-03   -0.21471E+02    0.75091E-08    0.96814E-05   -0.15325E-06
   832    0.24074E+04    0.11033E+02    0.28269E-03   -0.19596E+02    0.74929E-08    0.96413E-05   -0.14371E-06
   833    0.24025E+04    0.11064E+02    0.28210E-03   -0.17728E+02    0.74768E-08    0.96009E-05   -0.13418E-06
   834    0.23974E+04    0.11100E+02    0.28152E-03   -0.15866E+02    0.74608E-08    0.95601E-05   -0.12466E-06
   835    0.23922E+04    0.11144E+02    0.28095E-03   -0.14012E+02    0.74448E-08    0.95191E-05   -0.11517E-06
   836    0.23866E+04    0.11193E+02    0.28039E-03   -0.12166E+02    0.74289E-08    0.94778E-05   -0.10568E-06
   837    0.23809E+04    0.11248E+02    0.27985E-03   -0.10329E+02    0.74130E-08    0.94362E-05   -0.96221E-07
   838    0.23751E+04    0.11310E+02    0.27932E-03   -0.85019E+01    0.73971E-08    0.93943E-05   -0.86775E-07
   839    0.23689E+04    0.11378E+02    0.27879E-03   -0.66840E+01    0.73813E-08    0.93521E-05   -0.77347E-07
   840    0.23627E+04    0.11453E+02    0.27828E-03   -0.48776E+01    0.73655E-08    0.93097E-05   -0.67938E-07
   841    0.23563E+04    0.11533E+02    0.27778E-03   -0.30844E+01    0.73498E-08    0.92669E-05   -0.58548E-07
   842    0.23497E+04    0.11618E+02    0.27728E-03   -0.13012E+01    0.73341E-08    0.92239E-05   -0.49176E-07
   843    0.23429E+04    0.11710E+02    0.27680E-03    0.46587E+00    0.73185E-08    0.91806E-05   -0.39825E-07
   844    0.23359E+04    0.11809E+02    0.27632E-03    0.22207E+01    0.73029E-08    0.91371E-05   -0.30494E-07
   845    0.23288E+04    0.11912E+02    0.27585E-03    0.39602E+01    0.72874E-08    0.90933E-05   -0.21183E-07
   846    0.23215E+04    0.12023E+02    0.27538E-03    0.56839E+01    0.72719E-08    0.90492E-05   -0.11893E-07
   847    0.23141E+04    0.12139E+02    0.27493E-03    0.73921E+01    0.72564E-08    0.90048E-05   -0.26243E-08
   848    0.23066E+04    0.12260E+02    0.27448E-03    0.90828E+01    0.72410E-08    0.89602E-05    0.66225E-08
   849    0.22987E+04    0.12388E+02    0.27403E-03    0.10757E+02    0.72257E-08    0.89154E-05    0.15847E-07
   850    0.22908E+04    0.12521E+02    0.27359E-03    0.12413E+02    0.72103E-08    0.88703E-05    0.25050E-07
   851    0.22827E+04    0.12661E+02    0.27316E-03    0.14050E+02    0.71951E-08    0.88249E-05    0.34229E-07
   852    0.22744E+04    0.12806E+02    0.27273E-03    0.15669E+02    0.71798E-08    0.87793E-05    0.43384E-07
   853    0.22660E+04    0.12956E+02    0.27230E-03    0.17269E+02    0.71646E-08    0.87335E-05    0.52513E-07
   854    0.22574E+04    0.13113E+02    0.27188E-03    0.18847E+02    0.71495E-08    0.86875E-05    0.61616E-07
   855    0.22486E+04    0.13275E+02    0.27146E-03    0.20406E+02    0.71344E-08    0.86412E-05    0.70691E-07
   856    0.22398E+04    0.13441E+02    0.27104E-03    0.21943E+02    0.71193E-08    0.85947E-05    0.79736E-07
   857    0.22308E+04    0.13613E+02    0.27063E-03    0.23458E+02    0.71043E-08    0.85479E-05    0.88751E-07
   858    0.22216E+04    0.13792E+02    0.27021E-03    0.24951E+02    0.70893E-08    0.85010E-05    0.97734E-07
   859    0.22123E+04    0.13974E+02    0.26980E-03    0.26423E+02    0.70743E-08    0.84538E-05    0.10668E-06
   860    0.22029E+04    0.14162E+02    0.26939E-03    0.27870E+02    0.70594E-08    0.84065E-05    0.11560E-06
   861    0.21933E+04    0.14355E+02    0.26898E-03    0.29294E+02    0.70446E-08    0.83589E-05    0.12448E-06
   862    0.21836E+04    0.14553E+02    0.26858E-03    0.30694E+02    0.70298E-08    0.83111E-05    0.13332E-06
   863    0.21737E+04    0.14756E+02    0.26817E-03    0.32069E+02    0.70150E-08    0.82632E-05    0.14213E-06
   864    0.21637E+04    0.14964E+02    0.26776E-03    0.33419E+02    0.70003E-08    0.82150E-05    0.15089E-06
   865    0.21535E+04    0.15176E+02    0.26735E-03    0.34743E+02    0.69856E-08    0.81667E-05    0.15962E-06
   866    0.21435E+04    0.15394E+02    0.26694E-03    0.36041E+02    0.69709E-08    0.81182E-05    0.16830E-06
   867    0.21331E+04    0.15616E+02    0.26653E-03    0.37312E+02    0.69563E-08    0.80695E-05    0.17694E-06
   868    0.21227E+04    0.15843E+02    0.26612E-03    0.38557E+02    0.69417E-08    0.80207E-05    0.18554E-06
   869    0.21121E+04    0.16074E+02    0.26571E-03    0.39775E+02    0.69272E-08    0.79717E-05    0.19409E-06
   870    0.21014E+04    0.16309E+02    0.26529E-03    0.40964E+02    0.69127E-08    0.79225E-05    0.20259E-06
   871    0.20907E+04    0.16548E+02    0.26487E-03    0.42126E+02    0.68982E-08    0.78732E-05    0.21104E-06
   872    0.20799E+04    0.16793E+02    0.26445E-03    0.43260E+02    0.68838E-08    0.78238E-05    0.21945E-06
   873    0.20689E+04    0.17040E+02    0.26402E-03    0.44365E+02    0.68695E-08    0.77741E-05    0.22780E-06
   874    0.20578E+04    0.17293E+02    0.26360E-03    0.45440E+02    0.68551E-08    0.77244E-05    0.23610E-06
   875    0.20467E+04    0.17548E+02    0.26316E-03    0.46487E+02    0.68408E-08    0.76745E-05    0.24435E-06
   876    0.20354E+04    0.17808E+02    0.26272E-03    0.47505E+02    0.68266E-08    0.76245E-05    0.25255E-06
   877    0.20242E+04    0.18071E+02    0.26228E-03    0.48492E+02    0.68124E-08    0.75743E-05    0.26068E-06
   878    0.20127E+04    0.18337E+02    0.26184E-03    0.49449E+02    0.67982E-08    0.75241E-05    0.26876E-06
   879    0.20012E+04    0.18607E+02    0.26138E-03    0.50376E+02    0.67840E-08    0.74737E-05    0.27679E-06
   880    0.19897E+04    0.18881E+02    0.26092E-03    0.51272E+02    0.67699E-08    0.74232E-05    0.28475E-06
   881    0.19781E+04    0.19156E+02    0.26046E-03    0.52136E+02    0.67559E-08    0.73726E-05    0.29265E-06
   882    0.19664E+04    0.19436E+02    0.25999E-03    0.52969E+02    0.67419E-08    0.73219E-05    0.30049E-06
   883    0.19547E+04    0.19719E+02    0.25951E-03    0.53769E+02    0.67279E-08    0.72711E-05    0.30826E-06
   884    0.19429E+04    0.20004E+02    0.25902E-03    0.54540E+02    0.67139E-08    0.72202E-05    0.31598E-06
   885    0.19310E+04    0.20292E+02    0.25852E-03    0.55277E+02    0.67000E-08    0.71692E-05    0.32362E-06
   886    0.19191E+04    0.20583E+02    0.25802E-03    0.55981E+02    0.66861E-08    0.71181E-05    0.33120E-06
   887    0.19070E+04    0.20876E+02    0.25751E-03    0.56653E+02    0.66723E-08    0.70669E-05    0.33871E-06
   888    0.18951E+04    0.21172E+02    0.25699E-03    0.57293E+02    0.66585E-08    0.70157E-05    0.34615E-06
   889    0.18829E+04    0.21469E+02    0.25646E-03    0.57899E+02    0.66447E-08    0.69644E-05    0.35351E-06
   890    0.18708E+04    0.21769E+02    0.25592E-03    0.58472E+02    0.66310E-08    0.69130E-05    0.36081E-06
   891    0.18588E+04    0.22071E+02    0.25538E-03    0.59012E+02    0.66173E-08    0.68616E-05    0.36803E-06
   892    0.18466E+04    0.22374E+02    0.25482E-03    0.59520E+02    0.66037E-08    0.68101E-05    0.37518E-06
   893    0.18344E+04    0.22680E+02    0.25425E-03    0.59994E+02    0.65901E-08    0.67586E-05    0.38225E-06
   894    0.18222E+04    0.22987E+02    0.25367E-03    0.60434E+02    0.65765E-08    0.67070E-05    0.38924E-06
   895    0.18100E+04    0.23295E+02    0.25307E-03    0.60842E+02    0.65630E-08    0.66554E-05    0.39616E-06
   896    0.17977E+04    0.23605E+02    0.25247E-03    0.61216E+02    0.65495E-08    0.66037E-05    0.40299E-06
   897    0.17854E+04    0.23916E+02    0.25185E-03    0.61557E+02    0.65360E-08    0.65520E-05    0.40975E-06
   898    0.17732E+04    0.24228E+02    0.25122E-03    0.61865E+02    0.65226E-08    0.65002E-05    0.41642E-06
   899    0.17610E+04    0.24541E+02    0.25058E-03    0.62138E+02    0.65092E-08    0.64485E-05    0.42300E-06
   900    0.17487E+04    0.24854E+02    0.24993E-03    0.62378E+02    0.64958E-08    0.63967E-05    0.42950E-06
   901    0.17365E+04    0.25168E+02    0.24926E-03    0.62585E+02    0.64825E-08    0.63449E-05    0.43592E-06
   902    0.17242E+04    0.25483E+02    0.24858E-03    0.62758E+02    0.64692E-08    0.62931E-05    0.44225E-06
   903    0.17118E+04    0.25798E+02    0.24788E-03    0.62898E+02    0.64559E-08    0.62413E-05    0.44849E-06
   904    0.16997E+04    0.26113E+02    0.24718E-03    0.63003E+02    0.64427E-08    0.61895E-05    0.45465E-06
   905    0.16875E+04    0.26429E+02    0.24646E-03    0.63075E+02    0.64295E-08    0.61377E-05    0.46072E-06
   906    0.16752E+04    0.26745E+02    0.24573E-03    0.63114E+02    0.64164E-08    0.60859E-05    0.46671E-06
   907    0.16631E+04    0.27060E+02    0.24499E-03    0.63118E+02    0.64033E-08    0.60341E-05    0.47261E-06
   908    0.16511E+04    0.27375E+02    0.24424E-03    0.63090E+02    0.63902E-08    0.59823E-05    0.47842E-06
   909    0.16390E+04    0.27689E+02    0.24348E-03    0.63028E+02    0.63771E-08    0.59306E-05    0.48415E-06
   910    0.16269E+04    0.28005E+02    0.24271E-03    0.62934E+02    0.63641E-08    0.58789E-05    0.48980E-06
   911    0.16148E+04    0.28318E+02    0.24193E-03    0.62806E+02    0.63512E-08    0.58272E-05    0.49536E-06
   912    0.16028E+04    0.28631E+02    0.24114E-03    0.62646E+02    0.63382E-08    0.57755E-05    0.50083E-06
   913    0.15906E+04    0.28943E+02    0.24035E-03    0.62453E+02    0.63253E-08    0.57239E-05    0.50622E-06
   914    0.15788E+04    0.29254E+02    0.23955E-03    0.62228E+02    0.63124E-08    0.56723E-05    0.51153E-06
   915    0.15669E+04    0.29564E+02    0.23874E-03    0.61971E+02    0.62996E-08    0.56208E-05    0.51675E-06
   916    0.15551E+04    0.29872E+02    0.23792E-03    0.61681E+02    0.62868E-08    0.55693E-05    0.52188E-06
   917    0.15433E+04    0.30181E+02    0.23710E-03    0.61361E+02    0.62740E-08    0.55179E-05    0.52694E-06
   918    0.15316E+04    0.30487E+02    0.23627E-03    0.61008E+02    0.62613E-08    0.54666E-05    0.53190E-06
   919    0.15200E+04    0.30791E+02    0.23544E-03    0.60624E+02    0.62486E-08    0.54153E-05    0.53679E-06
   920    0.15083E+04    0.31094E+02    0.23460E-03    0.60208E+02    0.62359E-08    0.53641E-05    0.54159E-06
   921    0.14969E+04    0.31395E+02    0.23376E-03    0.59762E+02    0.62233E-08    0.53129E-05    0.54630E-06
   922    0.14854E+04    0.31694E+02    0.23292E-03    0.59285E+02    0.62107E-08    0.52619E-05    0.55094E-06
   923    0.14740E+04    0.31991E+02    0.23207E-03    0.58778E+02    0.61981E-08    0.52109E-05    0.55549E-06
   924    0.14627E+04    0.32286E+02    0.23122E-03    0.58241E+02    0.61855E-08    0.51600E-05    0.55995E-06
   925    0.14515E+04    0.32578E+02    0.23037E-03    0.57674E+02    0.61730E-08    0.51092E-05    0.56433E-06
