#    L    TT             EE             BB             TE             PP             TP             EP          
  1764    0.37082E+03    0.63268E+01    0.00000E+00   -0.13821E+02    0.15358E-08    0.20883E-05   -0.40418E-07
  1765    0.37000E+03    0.63076E+01    0.00000E+00   -0.13499E+02    0.15336E-08    0.20715E-05   -0.42889E-07
  1766    0.36916E+03    0.62903E+01    0.00000E+00   -0.13180E+02    0.15314E-08    0.20545E-05   -0.45356E-07
  1767    0.36830E+03    0.62750E+01    0.00000E+00   -0.12862E+02    0.15292E-08    0.20372E-05   -0.47816E-07
  1768    0.36742E+03    0.62618E+01    0.00000E+00   -0.12547E+02    0.15270E-08    0.20198E-05   -0.50267E-07
  1769    0.36653E+03    0.62505E+01    0.00000E+00   -0.12234E+02    0.15248E-08    0.20021E-05   -0.52706E-07
  1770    0.36561E+03    0.62411E+01    0.00000E+00   -0.11922E+02    0.15226E-08    0.19842E-05   -0.55130E-07
  1771    0.36468E+03    0.62337E+01    0.00000E+00   -0.11614E+02    0.15204E-08    0.19661E-05   -0.57538E-07
  1772    0.36373E+03    0.62282E+01    0.00000E+00   -0.11309E+02    0.15182E-08    0.19478E-05   -0.59925E-07
  1773    0.36275E+03    0.62245E+01    0.00000E+00   -0.11004E+02    0.15161E-08    0.19293E-05   -0.62290E-07
  1774    0.36177E+03    0.62228E+01    0.00000E+00   -0.10704E+02    0.15139E-08    0.19106E-05   -0.64629E-07
  1775    0.36076E+03    0.62230E+01    0.00000E+00   -0.10406E+02    0.15117E-08    0.18918E-05   -0.66941E-07
  1776    0.35975E+03    0.62250E+01    0.00000E+00   -0.10111E+02    0.15095E-08    0.18727E-05   -0.69222E-07
  1777    0.35870E+03    0.62289E+01    0.00000E+00   -0.98195E+01    0.15074E-08    0.18535E-05   -0.71470E-07
  1778    0.35764E+03    0.62346E+01    0.00000E+00   -0.95306E+01    0.15052E-08    0.18341E-05   -0.73683E-07
  1779    0.35657E+03    0.62422E+01    0.00000E+00   -0.92454E+01    0.15030E-08    0.18145E-05   -0.75857E-07
  1780    0.35548E+03    0.62515E+01    0.00000E+00   -0.89632E+01    0.15009E-08    0.17947E-05   -0.77989E-07
  1781    0.35439E+03    0.62625E+01    0.00000E+00   -0.86846E+01    0.14987E-08    0.17748E-05   -0.80079E-07
  1782    0.35325E+03    0.62754E+01    0.00000E+00   -0.84096E+01    0.14966E-08    0.17548E-05   -0.82121E-07
  1783    0.35212E+03    0.62900E+01    0.00000E+00   -0.81383E+01    0.14944E-08    0.17345E-05   -0.84115E-07
  1784    0.35098E+03    0.63061E+01    0.00000E+00   -0.78698E+01    0.14923E-08    0.17142E-05   -0.86057E-07
  1785    0.34982E+03    0.63241E+01    0.00000E+00   -0.76063E+01    0.14901E-08    0.16937E-05   -0.87945E-07
  1786    0.34864E+03    0.63437E+01    0.00000E+00   -0.73464E+01    0.14880E-08    0.16730E-05   -0.89776E-07
  1787    0.34745E+03    0.63650E+01    0.00000E+00   -0.70899E+01    0.14858E-08    0.16522E-05   -0.91547E-07
  1788    0.34625E+03    0.63879E+01    0.00000E+00   -0.68393E+01    0.14837E-08    0.16313E-05   -0.93257E-07
  1789    0.34504E+03    0.64123E+01    0.00000E+00   -0.65914E+01    0.14816E-08    0.16103E-05   -0.94901E-07
  1790    0.34380E+03    0.64383E+01    0.00000E+00   -0.63484E+01    0.14795E-08    0.15891E-05   -0.96477E-07
  1791    0.34257E+03    0.64657E+01    0.00000E+00   -0.61103E+01    0.14773E-08    0.15678E-05   -0.97984E-07
  1792    0.34132E+03    0.64947E+01    0.00000E+00   -0.58757E+01    0.14752E-08    0.15464E-05   -0.99418E-07
  1793    0.34005E+03    0.65252E+01    0.00000E+00   -0.56460E+01    0.14731E-08    0.15249E-05   -0.10078E-06
  1794    0.33878E+03    0.65571E+01    0.00000E+00   -0.54211E+01    0.14710E-08    0.15033E-05   -0.10206E-06
  1795    0.33750E+03    0.65905E+01    0.00000E+00   -0.52011E+01    0.14689E-08    0.14816E-05   -0.10326E-06
  1796    0.33618E+03    0.66253E+01    0.00000E+00   -0.49852E+01    0.14668E-08    0.14598E-05   -0.10437E-06
  1797    0.33489E+03    0.66613E+01    0.00000E+00   -0.47749E+01    0.14647E-08    0.14379E-05   -0.10540E-06
  1798    0.33358E+03    0.66986E+01    0.00000E+00   -0.45685E+01    0.14626E-08    0.14159E-05   -0.10634E-06
  1799    0.33225E+03    0.67373E+01    0.00000E+00   -0.43678E+01    0.14605E-08    0.13939E-05   -0.10719E-06
  1800    0.33092E+03    0.67773E+01    0.00000E+00   -0.41725E+01    0.14584E-08    0.13717E-05   -0.10795E-06
  1801    0.32959E+03    0.68185E+01    0.00000E+00   -0.39816E+01    0.14563E-08    0.13495E-05   -0.10861E-06
  1802    0.32826E+03    0.68608E+01    0.00000E+00   -0.37963E+01    0.14542E-08    0.13273E-05   -0.10918E-06
  1803    0.32691E+03    0.69043E+01    0.00000E+00   -0.36167E+01    0.14522E-08    0.13051E-05   -0.10966E-06
  1804    0.32555E+03    0.69489E+01    0.00000E+00   -0.34414E+01    0.14501E-08    0.12829E-05   -0.11005E-06
  1805    0.32418E+03    0.69947E+01    0.00000E+00   -0.32719E+01    0.14480E-08    0.12608E-05   -0.11036E-06
  1806    0.32282E+03    0.70417E+01    0.00000E+00   -0.31077E+01    0.14459E-08    0.12389E-05   -0.11060E-06
  1807    0.32144E+03    0.70897E+01    0.00000E+00   -0.29489E+01    0.14439E-08    0.12172E-05   -0.11077E-06
  1808    0.32006E+03    0.71386E+01    0.00000E+00   -0.27954E+01    0.14418E-08    0.11957E-05   -0.11087E-06
  1809    0.31867E+03    0.71885E+01    0.00000E+00   -0.26475E+01    0.14397E-08    0.11745E-05   -0.11090E-06
  1810    0.31729E+03    0.72394E+01    0.00000E+00   -0.25051E+01    0.14377E-08    0.11535E-05   -0.11087E-06
  1811    0.31589E+03    0.72913E+01    0.00000E+00   -0.23681E+01    0.14356E-08    0.11330E-05   -0.11079E-06
  1812    0.31449E+03    0.73441E+01    0.00000E+00   -0.22368E+01    0.14336E-08    0.11129E-05   -0.11066E-06
  1813    0.31309E+03    0.73978E+01    0.00000E+00   -0.21111E+01    0.14315E-08    0.10932E-05   -0.11048E-06
  1814    0.31168E+03    0.74524E+01    0.00000E+00   -0.19909E+01    0.14295E-08    0.10740E-05   -0.11025E-06
  1815    0.31028E+03    0.75077E+01    0.00000E+00   -0.18764E+01    0.14274E-08    0.10553E-05   -0.10999E-06
  1816    0.30887E+03    0.75638E+01    0.00000E+00   -0.17676E+01    0.14254E-08    0.10372E-05   -0.10969E-06
  1817    0.30746E+03    0.76207E+01    0.00000E+00   -0.16642E+01    0.14234E-08    0.10197E-05   -0.10936E-06
  1818    0.30604E+03    0.76783E+01    0.00000E+00   -0.15666E+01    0.14213E-08    0.10029E-05   -0.10900E-06
  1819    0.30460E+03    0.77368E+01    0.00000E+00   -0.14747E+01    0.14193E-08    0.98683E-06   -0.10862E-06
  1820    0.30319E+03    0.77957E+01    0.00000E+00   -0.13885E+01    0.14173E-08    0.97149E-06   -0.10821E-06
  1821    0.30178E+03    0.78554E+01    0.00000E+00   -0.13079E+01    0.14153E-08    0.95694E-06   -0.10780E-06
  1822    0.30036E+03    0.79156E+01    0.00000E+00   -0.12331E+01    0.14133E-08    0.94323E-06   -0.10737E-06
  1823    0.29897E+03    0.79764E+01    0.00000E+00   -0.11639E+01    0.14112E-08    0.93041E-06   -0.10694E-06
  1824    0.29755E+03    0.80375E+01    0.00000E+00   -0.11003E+01    0.14092E-08    0.91851E-06   -0.10650E-06
  1825    0.29614E+03    0.80990E+01    0.00000E+00   -0.10425E+01    0.14072E-08    0.90758E-06   -0.10606E-06
  1826    0.29472E+03    0.81618E+01    0.00000E+00   -0.99037E+00    0.14052E-08    0.89767E-06   -0.10563E-06
  1827    0.29332E+03    0.82247E+01    0.00000E+00   -0.94382E+00    0.14032E-08    0.88881E-06   -0.10521E-06
  1828    0.29191E+03    0.82878E+01    0.00000E+00   -0.90300E+00    0.14012E-08    0.88105E-06   -0.10480E-06
  1829    0.29051E+03    0.83505E+01    0.00000E+00   -0.86774E+00    0.13992E-08    0.87443E-06   -0.10441E-06
  1830    0.28911E+03    0.84149E+01    0.00000E+00   -0.83807E+00    0.13972E-08    0.86901E-06   -0.10404E-06
  1831    0.28771E+03    0.84789E+01    0.00000E+00   -0.81403E+00    0.13952E-08    0.86481E-06   -0.10370E-06
  1832    0.28631E+03    0.85432E+01    0.00000E+00   -0.79558E+00    0.13932E-08    0.86188E-06   -0.10339E-06
  1833    0.28493E+03    0.86078E+01    0.00000E+00   -0.78255E+00    0.13913E-08    0.86027E-06   -0.10311E-06
  1834    0.28355E+03    0.86719E+01    0.00000E+00   -0.77527E+00    0.13893E-08    0.86003E-06   -0.10287E-06
  1835    0.28216E+03    0.87370E+01    0.00000E+00   -0.77319E+00    0.13873E-08    0.86118E-06   -0.10267E-06
  1836    0.28079E+03    0.88032E+01    0.00000E+00   -0.77679E+00    0.13853E-08    0.86379E-06   -0.10251E-06
  1837    0.27942E+03    0.88673E+01    0.00000E+00   -0.78574E+00    0.13834E-08    0.86788E-06   -0.10241E-06
  1838    0.27806E+03    0.89325E+01    0.00000E+00   -0.80016E+00    0.13814E-08    0.87351E-06   -0.10236E-06
  1839    0.27670E+03    0.89980E+01    0.00000E+00   -0.81986E+00    0.13794E-08    0.88072E-06   -0.10237E-06
  1840    0.27536E+03    0.90623E+01    0.00000E+00   -0.84495E+00    0.13775E-08    0.88955E-06   -0.10244E-06
  1841    0.27402E+03    0.91275E+01    0.00000E+00   -0.87526E+00    0.13755E-08    0.90004E-06   -0.10258E-06
  1842    0.27268E+03    0.91923E+01    0.00000E+00   -0.91082E+00    0.13736E-08    0.91225E-06   -0.10279E-06
  1843    0.27136E+03    0.92566E+01    0.00000E+00   -0.95160E+00    0.13716E-08    0.92620E-06   -0.10307E-06
  1844    0.27004E+03    0.93212E+01    0.00000E+00   -0.99741E+00    0.13697E-08    0.94195E-06   -0.10343E-06
  1845    0.26875E+03    0.93852E+01    0.00000E+00   -0.10484E+01    0.13677E-08    0.95954E-06   -0.10388E-06
  1846    0.26745E+03    0.94496E+01    0.00000E+00   -0.11042E+01    0.13658E-08    0.97900E-06   -0.10441E-06
  1847    0.26616E+03    0.95134E+01    0.00000E+00   -0.11652E+01    0.13638E-08    0.10004E-05   -0.10503E-06
  1848    0.26488E+03    0.95768E+01    0.00000E+00   -0.12310E+01    0.13619E-08    0.10238E-05   -0.10575E-06
  1849    0.26361E+03    0.96396E+01    0.00000E+00   -0.13016E+01    0.13600E-08    0.10491E-05   -0.10656E-06
  1850    0.26236E+03    0.97020E+01    0.00000E+00   -0.13770E+01    0.13580E-08    0.10766E-05   -0.10748E-06
  1851    0.26109E+03    0.97646E+01    0.00000E+00   -0.14571E+01    0.13561E-08    0.11061E-05   -0.10851E-06
  1852    0.25987E+03    0.98275E+01    0.00000E+00   -0.15419E+01    0.13542E-08    0.11376E-05   -0.10964E-06
  1853    0.25863E+03    0.98884E+01    0.00000E+00   -0.16313E+01    0.13523E-08    0.11711E-05   -0.11086E-06
  1854    0.25742E+03    0.99489E+01    0.00000E+00   -0.17253E+01    0.13503E-08    0.12064E-05   -0.11219E-06
  1855    0.25622E+03    0.10008E+02    0.00000E+00   -0.18237E+01    0.13484E-08    0.12435E-05   -0.11360E-06
  1856    0.25503E+03    0.10068E+02    0.00000E+00   -0.19265E+01    0.13465E-08    0.12823E-05   -0.11510E-06
  1857    0.25385E+03    0.10127E+02    0.00000E+00   -0.20338E+01    0.13446E-08    0.13228E-05   -0.11668E-06
  1858    0.25269E+03    0.10185E+02    0.00000E+00   -0.21453E+01    0.13427E-08    0.13648E-05   -0.11834E-06
  1859    0.25154E+03    0.10243E+02    0.00000E+00   -0.22613E+01    0.13408E-08    0.14082E-05   -0.12007E-06
  1860    0.25039E+03    0.10300E+02    0.00000E+00   -0.23813E+01    0.13389E-08    0.14530E-05   -0.12188E-06
  1861    0.24928E+03    0.10356E+02    0.00000E+00   -0.25055E+01    0.13370E-08    0.14992E-05   -0.12375E-06
  1862    0.24817E+03    0.10412E+02    0.00000E+00   -0.26337E+01    0.13351E-08    0.15465E-05   -0.12568E-06
  1863    0.24706E+03    0.10467E+02    0.00000E+00   -0.27658E+01    0.13332E-08    0.15951E-05   -0.12767E-06
  1864    0.24598E+03    0.10522E+02    0.00000E+00   -0.29018E+01    0.13313E-08    0.16446E-05   -0.12971E-06
  1865    0.24491E+03    0.10575E+02    0.00000E+00   -0.30417E+01    0.13294E-08    0.16952E-05   -0.13180E-06
  1866    0.24386E+03    0.10628E+02    0.00000E+00   -0.31854E+01    0.13276E-08    0.17467E-05   -0.13394E-06
  1867    0.24281E+03    0.10680E+02    0.00000E+00   -0.33326E+01    0.13257E-08    0.17990E-05   -0.13611E-06
  1868    0.24178E+03    0.10730E+02    0.00000E+00   -0.34836E+01    0.13238E-08    0.18520E-05   -0.13833E-06
  1869    0.24077E+03    0.10780E+02    0.00000E+00   -0.36379E+01    0.13219E-08    0.19058E-05   -0.14058E-06
  1870    0.23977E+03    0.10829E+02    0.00000E+00   -0.37958E+01    0.13201E-08    0.19601E-05   -0.14285E-06
  1871    0.23879E+03    0.10878E+02    0.00000E+00   -0.39569E+01    0.13182E-08    0.20149E-05   -0.14515E-06
  1872    0.23782E+03    0.10925E+02    0.00000E+00   -0.41214E+01    0.13163E-08    0.20702E-05   -0.14747E-06
  1873    0.23687E+03    0.10972E+02    0.00000E+00   -0.42890E+01    0.13145E-08    0.21258E-05   -0.14981E-06
  1874    0.23594E+03    0.11017E+02    0.00000E+00   -0.44598E+01    0.13126E-08    0.21817E-05   -0.15216E-06
  1875    0.23502E+03    0.11062E+02    0.00000E+00   -0.46335E+01    0.13107E-08    0.22378E-05   -0.15451E-06
  1876    0.23411E+03    0.11105E+02    0.00000E+00   -0.48100E+01    0.13089E-08    0.22940E-05   -0.15687E-06
  1877    0.23322E+03    0.11148E+02    0.00000E+00   -0.49895E+01    0.13070E-08    0.23502E-05   -0.15923E-06
  1878    0.23234E+03    0.11189E+02    0.00000E+00   -0.51716E+01    0.13052E-08    0.24064E-05   -0.16158E-06
  1879    0.23148E+03    0.11228E+02    0.00000E+00   -0.53562E+01    0.13033E-08    0.24625E-05   -0.16393E-06
  1880    0.23064E+03    0.11267E+02    0.00000E+00   -0.55434E+01    0.13015E-08    0.25184E-05   -0.16626E-06
  1881    0.22982E+03    0.11304E+02    0.00000E+00   -0.57330E+01    0.12997E-08    0.25740E-05   -0.16858E-06
  1882    0.22901E+03    0.11342E+02    0.00000E+00   -0.59248E+01    0.12978E-08    0.26292E-05   -0.17087E-06
  1883    0.22822E+03    0.11376E+02    0.00000E+00   -0.61188E+01    0.12960E-08    0.26840E-05   -0.17314E-06
  1884    0.22745E+03    0.11412E+02    0.00000E+00   -0.63150E+01    0.12942E-08    0.27383E-05   -0.17538E-06
  1885    0.22669E+03    0.11444E+02    0.00000E+00   -0.65132E+01    0.12923E-08    0.27920E-05   -0.17759E-06
  1886    0.22594E+03    0.11477E+02    0.00000E+00   -0.67132E+01    0.12905E-08    0.28450E-05   -0.17976E-06
  1887    0.22521E+03    0.11508E+02    0.00000E+00   -0.69151E+01    0.12887E-08    0.28972E-05   -0.18189E-06
  1888    0.22451E+03    0.11537E+02    0.00000E+00   -0.71187E+01    0.12869E-08    0.29486E-05   -0.18397E-06
  1889    0.22381E+03    0.11565E+02    0.00000E+00   -0.73238E+01    0.12850E-08    0.29991E-05   -0.18600E-06
  1890    0.22313E+03    0.11592E+02    0.00000E+00   -0.75305E+01    0.12832E-08    0.30486E-05   -0.18797E-06
  1891    0.22248E+03    0.11618E+02    0.00000E+00   -0.77384E+01    0.12814E-08    0.30970E-05   -0.18989E-06
  1892    0.22184E+03    0.11643E+02    0.00000E+00   -0.79477E+01    0.12796E-08    0.31443E-05   -0.19175E-06
  1893    0.22121E+03    0.11666E+02    0.00000E+00   -0.81581E+01    0.12778E-08    0.31903E-05   -0.19353E-06
  1894    0.22060E+03    0.11688E+02    0.00000E+00   -0.83693E+01    0.12760E-08    0.32350E-05   -0.19525E-06
  1895    0.22001E+03    0.11709E+02    0.00000E+00   -0.85816E+01    0.12742E-08    0.32784E-05   -0.19689E-06
  1896    0.21943E+03    0.11729E+02    0.00000E+00   -0.87947E+01    0.12724E-08    0.33202E-05   -0.19846E-06
  1897    0.21888E+03    0.11746E+02    0.00000E+00   -0.90085E+01    0.12706E-08    0.33605E-05   -0.19994E-06
  1898    0.21833E+03    0.11763E+02    0.00000E+00   -0.92230E+01    0.12688E-08    0.33992E-05   -0.20133E-06
  1899    0.21781E+03    0.11779E+02    0.00000E+00   -0.94379E+01    0.12670E-08    0.34362E-05   -0.20263E-06
  1900    0.21730E+03    0.11792E+02    0.00000E+00   -0.96533E+01    0.12652E-08    0.34714E-05   -0.20384E-06
  1901    0.21680E+03    0.11804E+02    0.00000E+00   -0.98691E+01    0.12635E-08    0.35047E-05   -0.20494E-06
  1902    0.21633E+03    0.11815E+02    0.00000E+00   -0.10085E+02    0.12617E-08    0.35361E-05   -0.20595E-06
  1903    0.21587E+03    0.11824E+02    0.00000E+00   -0.10301E+02    0.12599E-08    0.35656E-05   -0.20685E-06
  1904    0.21545E+03    0.11833E+02    0.00000E+00   -0.10516E+02    0.12581E-08    0.35932E-05   -0.20766E-06
  1905    0.21500E+03    0.11840E+02    0.00000E+00   -0.10732E+02    0.12564E-08    0.36188E-05   -0.20836E-06
  1906    0.21459E+03    0.11845E+02    0.00000E+00   -0.10948E+02    0.12546E-08    0.36423E-05   -0.20895E-06
  1907    0.21420E+03    0.11850E+02    0.00000E+00   -0.11162E+02    0.12528E-08    0.36639E-05   -0.20944E-06
  1908    0.21383E+03    0.11853E+02    0.00000E+00   -0.11378E+02    0.12511E-08    0.36834E-05   -0.20983E-06
  1909    0.21346E+03    0.11854E+02    0.00000E+00   -0.11591E+02    0.12493E-08    0.37008E-05   -0.21012E-06
  1910    0.21311E+03    0.11855E+02    0.00000E+00   -0.11805E+02    0.12475E-08    0.37161E-05   -0.21029E-06
  1911    0.21278E+03    0.11853E+02    0.00000E+00   -0.12019E+02    0.12458E-08    0.37292E-05   -0.21036E-06
  1912    0.21247E+03    0.11851E+02    0.00000E+00   -0.12231E+02    0.12440E-08    0.37402E-05   -0.21032E-06
  1913    0.21218E+03    0.11846E+02    0.00000E+00   -0.12442E+02    0.12423E-08    0.37490E-05   -0.21018E-06
  1914    0.21190E+03    0.11840E+02    0.00000E+00   -0.12653E+02    0.12405E-08    0.37556E-05   -0.20992E-06
  1915    0.21163E+03    0.11834E+02    0.00000E+00   -0.12863E+02    0.12388E-08    0.37599E-05   -0.20956E-06
  1916    0.21138E+03    0.11825E+02    0.00000E+00   -0.13071E+02    0.12370E-08    0.37620E-05   -0.20909E-06
  1917    0.21115E+03    0.11815E+02    0.00000E+00   -0.13279E+02    0.12353E-08    0.37617E-05   -0.20850E-06
  1918    0.21092E+03    0.11805E+02    0.00000E+00   -0.13486E+02    0.12336E-08    0.37592E-05   -0.20781E-06
  1919    0.21072E+03    0.11792E+02    0.00000E+00   -0.13691E+02    0.12318E-08    0.37542E-05   -0.20700E-06
  1920    0.21053E+03    0.11778E+02    0.00000E+00   -0.13895E+02    0.12301E-08    0.37469E-05   -0.20608E-06
  1921    0.21035E+03    0.11763E+02    0.00000E+00   -0.14097E+02    0.12284E-08    0.37372E-05   -0.20504E-06
  1922    0.21020E+03    0.11746E+02    0.00000E+00   -0.14298E+02    0.12266E-08    0.37250E-05   -0.20390E-06
  1923    0.21005E+03    0.11728E+02    0.00000E+00   -0.14497E+02    0.12249E-08    0.37104E-05   -0.20263E-06
  1924    0.20991E+03    0.11709E+02    0.00000E+00   -0.14694E+02    0.12232E-08    0.36933E-05   -0.20125E-06
  1925    0.20980E+03    0.11687E+02    0.00000E+00   -0.14890E+02    0.12215E-08    0.36736E-05   -0.19976E-06
  1926    0.20969E+03    0.11666E+02    0.00000E+00   -0.15084E+02    0.12197E-08    0.36514E-05   -0.19815E-06
  1927    0.20958E+03    0.11643E+02    0.00000E+00   -0.15277E+02    0.12180E-08    0.36267E-05   -0.19642E-06
  1928    0.20951E+03    0.11619E+02    0.00000E+00   -0.15465E+02    0.12163E-08    0.35993E-05   -0.19457E-06
  1929    0.20944E+03    0.11593E+02    0.00000E+00   -0.15654E+02    0.12146E-08    0.35693E-05   -0.19260E-06
  1930    0.20939E+03    0.11566E+02    0.00000E+00   -0.15839E+02    0.12129E-08    0.35367E-05   -0.19051E-06
  1931    0.20936E+03    0.11537E+02    0.00000E+00   -0.16022E+02    0.12112E-08    0.35014E-05   -0.18831E-06
  1932    0.20933E+03    0.11508E+02    0.00000E+00   -0.16202E+02    0.12095E-08    0.34634E-05   -0.18598E-06
  1933    0.20931E+03    0.11477E+02    0.00000E+00   -0.16381E+02    0.12078E-08    0.34226E-05   -0.18353E-06
  1934    0.20931E+03    0.11445E+02    0.00000E+00   -0.16557E+02    0.12061E-08    0.33791E-05   -0.18096E-06
  1935    0.20932E+03    0.11411E+02    0.00000E+00   -0.16730E+02    0.12044E-08    0.33328E-05   -0.17826E-06
  1936    0.20934E+03    0.11377E+02    0.00000E+00   -0.16901E+02    0.12027E-08    0.32836E-05   -0.17544E-06
  1937    0.20937E+03    0.11340E+02    0.00000E+00   -0.17069E+02    0.12010E-08    0.32316E-05   -0.17250E-06
  1938    0.20941E+03    0.11304E+02    0.00000E+00   -0.17234E+02    0.11993E-08    0.31768E-05   -0.16943E-06
  1939    0.20947E+03    0.11265E+02    0.00000E+00   -0.17396E+02    0.11977E-08    0.31190E-05   -0.16624E-06
  1940    0.20953E+03    0.11226E+02    0.00000E+00   -0.17556E+02    0.11960E-08    0.30584E-05   -0.16292E-06
  1941    0.20961E+03    0.11186E+02    0.00000E+00   -0.17712E+02    0.11943E-08    0.29947E-05   -0.15947E-06
  1942    0.20969E+03    0.11144E+02    0.00000E+00   -0.17865E+02    0.11926E-08    0.29281E-05   -0.15589E-06
  1943    0.20979E+03    0.11102E+02    0.00000E+00   -0.18016E+02    0.11910E-08    0.28585E-05   -0.15219E-06
  1944    0.20989E+03    0.11057E+02    0.00000E+00   -0.18163E+02    0.11893E-08    0.27859E-05   -0.14835E-06
  1945    0.21000E+03    0.11013E+02    0.00000E+00   -0.18306E+02    0.11876E-08    0.27102E-05   -0.14439E-06
  1946    0.21012E+03    0.10967E+02    0.00000E+00   -0.18447E+02    0.11859E-08    0.26314E-05   -0.14030E-06
  1947    0.21024E+03    0.10920E+02    0.00000E+00   -0.18584E+02    0.11843E-08    0.25495E-05   -0.13607E-06
  1948    0.21038E+03    0.10873E+02    0.00000E+00   -0.18718E+02    0.11826E-08    0.24644E-05   -0.13171E-06
  1949    0.21053E+03    0.10823E+02    0.00000E+00   -0.18848E+02    0.11810E-08    0.23762E-05   -0.12722E-06
  1950    0.21068E+03    0.10773E+02    0.00000E+00   -0.18975E+02    0.11793E-08    0.22848E-05   -0.12260E-06
  1951    0.21084E+03    0.10724E+02    0.00000E+00   -0.19097E+02    0.11777E-08    0.21902E-05   -0.11785E-06
  1952    0.21101E+03    0.10671E+02    0.00000E+00   -0.19217E+02    0.11760E-08    0.20925E-05   -0.11297E-06
  1953    0.21118E+03    0.10618E+02    0.00000E+00   -0.19332E+02    0.11744E-08    0.19920E-05   -0.10797E-06
  1954    0.21137E+03    0.10565E+02    0.00000E+00   -0.19444E+02    0.11727E-08    0.18888E-05   -0.10287E-06
  1955    0.21155E+03    0.10511E+02    0.00000E+00   -0.19553E+02    0.11711E-08    0.17831E-05   -0.97670E-07
  1956    0.21174E+03    0.10455E+02    0.00000E+00   -0.19657E+02    0.11694E-08    0.16751E-05   -0.92384E-07
  1957    0.21197E+03    0.10399E+02    0.00000E+00   -0.19757E+02    0.11678E-08    0.15649E-05   -0.87020E-07
  1958    0.21215E+03    0.10342E+02    0.00000E+00   -0.19854E+02    0.11661E-08    0.14528E-05   -0.81587E-07
  1959    0.21236E+03    0.10284E+02    0.00000E+00   -0.19947E+02    0.11645E-08    0.13389E-05   -0.76094E-07
  1960    0.21257E+03    0.10226E+02    0.00000E+00   -0.20037E+02    0.11629E-08    0.12234E-05   -0.70550E-07
  1961    0.21279E+03    0.10167E+02    0.00000E+00   -0.20122E+02    0.11613E-08    0.11065E-05   -0.64966E-07
  1962    0.21301E+03    0.10107E+02    0.00000E+00   -0.20203E+02    0.11596E-08    0.98839E-06   -0.59350E-07
  1963    0.21324E+03    0.10047E+02    0.00000E+00   -0.20280E+02    0.11580E-08    0.86920E-06   -0.53711E-07
  1964    0.21347E+03    0.99855E+01    0.00000E+00   -0.20352E+02    0.11564E-08    0.74914E-06   -0.48058E-07
  1965    0.21371E+03    0.99231E+01    0.00000E+00   -0.20421E+02    0.11548E-08    0.62839E-06   -0.42402E-07
  1966    0.21394E+03    0.98596E+01    0.00000E+00   -0.20486E+02    0.11531E-08    0.50713E-06   -0.36751E-07
  1967    0.21419E+03    0.97963E+01    0.00000E+00   -0.20548E+02    0.11515E-08    0.38554E-06   -0.31115E-07
  1968    0.21443E+03    0.97319E+01    0.00000E+00   -0.20604E+02    0.11499E-08    0.26380E-06   -0.25503E-07
  1969    0.21468E+03    0.96671E+01    0.00000E+00   -0.20657E+02    0.11483E-08    0.14209E-06   -0.19924E-07
  1970    0.21493E+03    0.96033E+01    0.00000E+00   -0.20706E+02    0.11467E-08    0.20600E-07   -0.14387E-07
  1971    0.21518E+03    0.95376E+01    0.00000E+00   -0.20750E+02    0.11451E-08   -0.10050E-06   -0.89017E-08
  1972    0.21543E+03    0.94707E+01    0.00000E+00   -0.20790E+02    0.11435E-08   -0.22102E-06   -0.34777E-08
  1973    0.21568E+03    0.94049E+01    0.00000E+00   -0.20826E+02    0.11419E-08   -0.34079E-06    0.18760E-08
  1974    0.21595E+03    0.93372E+01    0.00000E+00   -0.20859E+02    0.11403E-08   -0.45962E-06    0.71502E-08
  1975    0.21620E+03    0.92698E+01    0.00000E+00   -0.20887E+02    0.11387E-08   -0.57733E-06    0.12335E-07
  1976    0.21646E+03    0.92013E+01    0.00000E+00   -0.20911E+02    0.11371E-08   -0.69375E-06    0.17423E-07
  1977    0.21672E+03    0.91330E+01    0.00000E+00   -0.20930E+02    0.11355E-08   -0.80868E-06    0.22402E-07
  1978    0.21697E+03    0.90644E+01    0.00000E+00   -0.20946E+02    0.11339E-08   -0.92196E-06    0.27265E-07
  1979    0.21723E+03    0.89954E+01    0.00000E+00   -0.20957E+02    0.11323E-08   -0.10334E-05    0.32002E-07
  1980    0.21750E+03    0.89259E+01    0.00000E+00   -0.20964E+02    0.11307E-08   -0.11428E-05    0.36604E-07
  1981    0.21775E+03    0.88561E+01    0.00000E+00   -0.20967E+02    0.11292E-08   -0.12500E-05    0.41061E-07
  1982    0.21800E+03    0.87858E+01    0.00000E+00   -0.20966E+02    0.11276E-08   -0.13548E-05    0.45364E-07
  1983    0.21826E+03    0.87152E+01    0.00000E+00   -0.20961E+02    0.11260E-08   -0.14571E-05    0.49504E-07
  1984    0.21852E+03    0.86449E+01    0.00000E+00   -0.20952E+02    0.11244E-08   -0.15566E-05    0.53471E-07
  1985    0.21877E+03    0.85734E+01    0.00000E+00   -0.20939E+02    0.11229E-08   -0.16532E-05    0.57257E-07
  1986    0.21902E+03    0.85023E+01    0.00000E+00   -0.20921E+02    0.11213E-08   -0.17467E-05    0.60852E-07
  1987    0.21926E+03    0.84316E+01    0.00000E+00   -0.20900E+02    0.11197E-08   -0.18368E-05    0.64247E-07
  1988    0.21951E+03    0.83605E+01    0.00000E+00   -0.20874E+02    0.11182E-08   -0.19236E-05    0.67431E-07
